广东频道,#genre#
山西卫视,http://122.246.150.139:9999/rtp/233.50.201.51:5140$720x576
山西卫视,http://59.172.145.8:10000/rtp/239.254.96.93:8532$720x576
山西卫视,http://1.203.110.192:17777/rtp/225.1.8.155:8172$720x576
山西卫视,http://183.150.162.163:9999/rtp/233.50.201.51:5140$720x576
山西卫视,http://111.166.193.128:8888/rtp/225.1.1.50:5002$720x576
山西卫视,http://110.157.221.155:8088/rtp/238.125.0.33:5140$720x576
山西卫视,http://61.140.148.82:3333/rtp/239.77.0.69:5146$720x576
山西卫视,http://61.140.148.82:3333/rtp/239.77.1.74:5146$720x576
山西卫视,http://119.98.71.95:8888/rtp/239.254.96.93:8532$720x576
山西卫视,http://218.64.60.38:8888/rtp/239.252.219.27:5140$720x576
山西卫视,http://119.98.175.25:85/rtp/239.254.96.93:8532$720x576
山西卫视,http://115.171.80.17:8888/rtp/225.1.8.155:8172$720x576
山西卫视,http://115.199.106.120:9999/rtp/233.50.201.51:5140$720x576
山西卫视,http://111.162.48.28:8888/rtp/225.1.1.50:5002$720x576
陕西卫视,http://113.138.131.176:8001/rtp/239.111.205.35:5140$1920x1080
陕西卫视,http://117.32.84.215:8009/rtp/239.109.205.66:8464$1920x1080
陕西卫视,http://117.32.84.215:8020/rtp/239.109.205.66:8464$1920x1080
陕西卫视,http://117.32.84.215:8009/rtp/239.111.205.35:5140$1920x1080
陕西卫视,http://1.82.70.50:8008/rtp/239.111.205.35:5140$1920x1080
陕西卫视,http://117.32.84.215:8020/rtp/239.111.205.35:5140$1920x1080
陕西卫视,http://113.138.131.176:8001/rtp/239.109.205.66:8464$1920x1080
陕西卫视,http://61.185.200.157:10000/rtp/239.109.205.107:8792$720x576
陕西卫视,http://223.199.145.148:2222/rtp/239.253.64.37:5140$720x576
陕西卫视,http://222.129.36.60:9001/rtp/239.3.1.41:8140$720x576
陕西卫视,http://122.246.150.139:9999/rtp/233.50.200.172:5140$720x576
陕西卫视,http://122.246.150.139:9999/rtp/233.50.200.170:5140$720x576
陕西卫视,http://122.246.150.139:9999/rtp/233.50.201.59:5140$720x576
陕西卫视,http://115.210.75.231:58888/rtp/233.50.200.170:5140$720x576
陕西卫视,http://111.162.48.28:8888/rtp/225.1.1.41:5002$720x576
四川卫视,http://61.140.148.82:3333/rtp/239.77.0.159:5146$1920x1080
四川卫视,http://60.7.56.33:4000/rtp/239.253.92.16:6043$1920x1080
四川卫视,http://60.220.167.74:8083/rtp/226.0.1.187:3110$1920x1080
四川卫视,http://60.220.167.244:8085/rtp/226.0.1.187:3110$1920x1080
四川卫视,http://171.118.121.137:8082/rtp/226.0.1.187:3110$1920x1080
四川卫视,http://115.199.106.120:9999/rtp/233.50.201.139:5140$1920x1080
四川卫视,http://60.10.225.157:555/rtp/239.253.92.16:6043$1920x1080
四川卫视,http://27.190.24.36:11001/rtp/239.254.200.202:6325$1920x1080
四川卫视,http://218.64.60.38:8888/rtp/239.252.220.93:5140$1920x1080
四川卫视,http://119.98.71.95:8888/rtp/239.69.1.169:10650$1920x1080
四川卫视,http://115.210.75.231:58888/rtp/233.50.201.139:5140$1920x1080
四川卫视,http://183.185.220.49:8084/rtp/226.0.1.187:3110$1920x1080
四川卫视,http://58.41.27.144:18888/rtp/239.45.1.83:5140$1920x1080
四川卫视,http://60.220.167.240:8084/rtp/226.0.1.187:3110$1920x1080
四川卫视,http://118.81.28.22:8083/rtp/226.0.1.187:3110$1920x1080
深圳卫视,http://61.140.148.82:3333/rtp/239.77.0.130:5146$1920x1080
深圳卫视,http://27.11.48.117:8008/rtp/225.0.4.202:7980$1920x1080
深圳卫视,http://61.140.148.82:3333/rtp/239.77.0.92:5146$1920x1080
深圳卫视,http://60.220.167.244:8084/rtp/226.0.1.150:3079$1920x1080
深圳卫视,http://27.18.5.191:8088/rtp/239.254.96.137:8896$1920x1080
深圳卫视,http://223.199.145.148:2222/rtp/239.253.64.203:5140$1920x1080
深圳卫视,http://1.203.110.192:17777/rtp/225.1.8.43:8020$1920x1080
深圳卫视,http://115.171.80.17:8888/rtp/225.1.8.43:8020$1920x1080
深圳卫视,http://60.7.56.33:4000/rtp/239.253.92.86:8017$1920x1080
深圳卫视,http://114.246.102.14:4000/rtp/239.3.1.134:8020$1920x1080
深圳卫视,http://27.11.48.117:8005/rtp/225.0.4.202:7980$1920x1080
深圳卫视,http://27.11.48.117:8002/rtp/225.0.4.202:7980$1920x1080
深圳卫视,http://119.98.71.95:8888/rtp/239.254.96.137:8896$1920x1080
深圳卫视,http://218.64.60.38:8888/rtp/239.252.219.212:5140$1920x1080
深圳卫视,http://27.190.24.36:11001/rtp/239.254.200.50:8020$1920x1080
三沙卫视,http://150.255.242.41:4022/rtp/239.254.96.184:7158$1920x1080
三沙卫视,http://223.199.145.148:2222/rtp/239.253.64.112:5140$1920x1080
三沙卫视,http://110.87.12.97:5550/rtp/239.61.5.191:1025$1920x1080
三沙卫视,http://113.109.250.1:9999/rtp/239.253.43.113:5146$1920x1080
三沙卫视,http://118.112.148.228:4022/rtp/239.93.42.58:5140$720x576
三沙卫视,http://123.114.19.80:4000/rtp/239.3.1.155:4120$720x576
三沙卫视,http://110.157.221.155:8088/rtp/238.125.2.206:5140$720x576
三沙卫视,http://110.157.221.155:8088/rtp/238.125.5.111:5140$720x576
三沙卫视,http://222.129.36.60:9001/rtp/239.3.1.155:4120$720x576
三沙卫视,http://61.140.148.82:3333/rtp/239.77.1.117:5146$720x576
三沙卫视,http://27.18.5.191:8088/rtp/239.69.1.171:10662$720x576
三沙卫视,http://114.254.95.3:2222/rtp/239.3.1.155:4120$720x576
三沙卫视,http://114.246.102.14:4000/rtp/239.3.1.155:4120$720x576
三沙卫视,http://118.112.148.228:58888/rtp/239.93.42.58:5140$720x576
三沙卫视,http://116.235.75.110:5555/rtp/239.45.1.82:5140$720x576
天津卫视,http://221.205.60.71:8082/rtp/226.0.1.153:3083$1920x1080
天津卫视,http://60.168.226.118:2000/rtp/238.1.78.20:6088$1920x1080
天津卫视,http://223.199.145.148:2222/rtp/239.253.64.198:5140$1920x1080
天津卫视,http://222.93.165.105:4000/rtp/239.49.8.35:8620$1920x1080
天津卫视,http://111.162.48.28:8888/rtp/225.1.1.111:5002$1920x1080
天津卫视,http://1.203.110.192:17777/rtp/225.1.8.48:8044$1920x1080
天津卫视,http://27.11.48.117:8005/rtp/225.0.4.82:7980$1920x1080
天津卫视,http://222.130.82.155:4022/rtp/239.3.1.141:1234$1920x1080
天津卫视,http://183.184.60.128:8085/rtp/226.0.1.153:3083$1920x1080
天津卫视,http://183.191.210.6:8082/rtp/226.0.1.153:3083$1920x1080
天津卫视,http://27.10.74.150:8005/rtp/225.0.4.82:7980$1920x1080
天津卫视,http://27.10.133.29:8002/rtp/225.0.4.82:7980$1920x1080
天津卫视,http://222.71.139.118:8001/rtp/239.45.1.124:5140$1920x1080
天津卫视,http://222.71.139.116:8001/rtp/239.45.1.124:5140$1920x1080
天津卫视,http://60.220.167.244:8085/rtp/226.0.1.153:3083$1920x1080
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws$1920x1080
西藏卫视,http://222.71.139.114:8001/rtp/239.45.1.231:5140$720x576
西藏卫视,http://222.71.139.115:8001/rtp/239.45.1.231:5140$720x576
西藏卫视,http://222.71.139.118:8001/rtp/239.45.1.231:5140$720x576
西藏卫视,http://222.129.36.60:9001/rtp/239.3.1.47:8164$720x576
西藏卫视,http://61.140.148.82:3333/rtp/239.77.1.49:5146$720x576
西藏卫视,http://115.210.75.231:58888/rtp/233.50.200.137:5140$720x576
西藏卫视,http://222.71.139.116:8001/rtp/239.45.1.231:5140$720x576
西藏卫视,http://61.140.148.82:3333/rtp/239.77.0.74:5146$720x576
西藏卫视,http://218.64.60.38:8888/rtp/239.252.219.106:5140$720x576
西藏卫视,http://1.203.110.192:17777/rtp/225.1.8.160:8164$720x576
西藏卫视,http://115.210.75.231:58888/rtp/233.50.201.70:5140$720x576
西藏卫视,http://122.246.150.139:9999/rtp/233.50.201.70:5140$720x576
西藏卫视,http://111.162.48.28:8888/rtp/225.1.1.51:5002$720x576
西藏卫视,http://122.246.150.139:9999/rtp/233.50.200.137:5140$720x576
新疆卫视,http://222.71.139.115:8001/rtp/239.45.1.116:5140$720x576
新疆卫视,http://27.18.5.191:8088/rtp/239.254.96.47:8256$720x576
新疆卫视,http://119.98.71.95:8888/rtp/239.254.96.47:8256$720x576
新疆卫视,http://1.203.110.192:17777/rtp/225.1.8.161:8160$720x576
新疆卫视,http://218.64.60.38:8888/rtp/239.252.219.100:5140$720x576
新疆卫视,http://115.171.80.17:8888/rtp/225.1.8.161:8160$720x576
新疆卫视,http://111.166.193.128:8888/rtp/225.1.1.35:5002$720x576
新疆卫视,http://111.162.48.28:8888/rtp/225.1.1.35:5002$720x576
新疆卫视,http://223.199.145.148:2222/rtp/239.253.64.146:5140$720x576
新疆卫视,http://118.112.148.228:58888/rtp/239.93.0.194:5140$720x576
新疆卫视,http://118.112.148.228:4022/rtp/239.93.0.194:5140$720x576
新疆卫视,http://222.129.36.60:9001/rtp/239.3.1.48:8160$720x576
新疆卫视,http://223.240.166.252:4022/rtp/238.1.78.110:6752$720x576
新疆卫视,http://114.246.102.14:4000/rtp/239.3.1.48:8160$720x576
新疆卫视,http://119.98.70.182:4022/rtp/239.254.96.47:8256$720x576
云南卫视,http://110.87.12.97:5550/rtp/239.61.4.63:1025$1920x1080
云南卫视,http://180.121.98.89:8181/rtp/239.49.0.177:8000$1920x1080
云南卫视,http://218.64.60.38:8888/rtp/239.252.219.185:5140$1920x1080
云南卫视,http://58.41.27.144:18888/rtp/239.45.0.4:5140$1920x1080
云南卫视,http://222.93.165.105:4000/rtp/239.49.0.177:8000$1920x1080
云南卫视,http://124.77.225.50:4022/rtp/239.45.0.4:5140$1920x1080
云南卫视,http://124.77.178.118:4022/rtp/239.45.0.4:5140$1920x1080
云南卫视,http://116.230.101.210:6066/rtp/239.45.0.4:5140$1920x1080
云南卫视,http://enlen.vip:4022/rtp/239.200.200.145:8840$1920x1080
云南卫视,http://180.171.56.119:10000/rtp/239.45.0.4:5140$1920x1080
云南卫视,http://106.59.3.147:55555/rtp/239.200.200.145:8840$1920x1080
云南卫视,http://114.254.95.3:2222/rtp/239.3.1.26:8108$720x576
云南卫视,http://1.203.110.192:17777/rtp/225.1.8.139:8108$720x576
云南卫视,http://111.162.48.28:8888/rtp/225.1.1.61:5002$720x576
云南卫视,http://122.246.150.139:9999/rtp/233.50.201.46:5140$720x576
港·澳·台,#genre#
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct$1920x1080
凤凰中文,http://pi.0472.org/tv/cbn.php?id=xfjcHD$1280x720
凤凰中文,http://61.185.200.157:10000/rtp/239.111.205.78:5140$720x576
凤凰中文,http://117.32.84.215:8009/rtp/239.111.205.78:5140$720x576
凤凰中文,http://117.32.84.215:8020/rtp/239.111.205.78:5140$720x576
凤凰中文,http://113.138.131.176:8001/rtp/239.111.205.78:5140$720x576
凤凰中文,http://61.185.200.123:55555/rtp/239.111.205.78:5140$720x576
凤凰中文,http://1.82.70.50:8008/rtp/239.111.205.78:5140$720x576
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$1280x720
凤凰资讯,http://117.32.84.215:8020/rtp/239.111.205.82:5140$720x576
凤凰资讯,http://117.32.84.215:8009/rtp/239.111.205.82:5140$720x576
凤凰资讯,http://113.138.131.176:8001/rtp/239.111.205.82:5140$720x576
凤凰资讯,http://1.82.70.50:8008/rtp/239.111.205.82:5140$720x576
凤凰资讯,http://61.185.200.123:55555/rtp/239.111.205.82:5140$720x576
凤凰资讯,http://61.185.200.157:10000/rtp/239.111.205.82:5140$720x576
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd$1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?$1920x1080
TVBS新闻,http://4gtv.mumi.rip:9877/291/4gtv-4gtv072/index.m3u8$640x360
TVBS欢乐,http://4gtv.mumi.rip:9877/184/4gtv-4gtv068/index.m3u8$640x360
